"gene_name" "tau" "alpha" "sigma" "theta_1"
"36" "OU1_6" 0 0.525546888777856 0.140772283528344 10.9152950108297
"37" "OU1_7" 0 0.673435165339607 2.56168463280332 7.75694632661318
"38" "OU1_8" 0 0.621683975135477 0.223985651079062 8.97567664206749
"39" "OU1_9" 0 0.687405771938622 4.5042308530782 3.33777520669364
"40" "OU1_10" 0 0.667084018388441 0.630325157916919 3.92778255425806
"41" "OU1_11" 0 0.395792829226277 0.0440989176244563 9.70237183124898
"42" "OU1_12" 0 0.349776820460884 0.0295582767171686 10.4875982730693
"43" "OU1_13" 0 0.507587224070756 0.0974197190875856 8.78178864631519
"44" "OU1_14" 0 0.690878512321255 2.37186068742623 3.72785039362343
"45" "OU1_15" 0 0.630107153252597 0.25699137141136 9.25846990097053
"46" "OU1_16" 0 0.545139264947134 1.03069325295883 4.44139927443957
"47" "OU1_17" 0 0.42226288232119 0.0334470047620774 8.08634250363236
"48" "OU1_18" 0 0.559122427619389 0.142041078101603 9.12598237542647
"49" "OU1_19" 0 0.648429413491737 2.09038921311677 1.42674249821819
"50" "OU1_20" 0 0.477496208256476 0.163905284708578 8.7412622834532
"51" "OU1_21" 0 0.42766955107367 0.0399227483561123 10.8182432609935
"52" "OU1_22" 0 0.522769268538637 0.163704915325408 9.49790462450871
"53" "OU1_23" 0 0.527853249020679 0.277944253956627 8.10553507520427
"54" "OU1_24" 0 0.543564232099631 0.339631495402111 7.95733708919722
"55" "OU1_25" 0 0.654593190930229 0.467136599297993 7.25627738713511
"56" "OU1_26" 0 0.588826408204861 0.333094910763299 8.60402295798979
"57" "OU1_27" 0 0.562677406527038 0.416186748685624 9.191562308855
"58" "OU1_28" 0 0.643184249247436 0.546849618212725 0.377451498346891
"59" "OU1_29" 0 0.711435923267479 3.15621585736272 6.34196423424483
"60" "OU1_30" 0 0.671008723415792 2.51679177942005 5.26849509911741
"61" "OUM_1" 0 0.526105784920225 0.490000797169484 8.26066902437153
"62" "OUM_2" 0 0.508108396755448 0.647003397516726 8.3478663597895
"63" "OUM_3" 0 0.638057788031992 0.806431603918105 6.53921563352671
"64" "OUM_4" 0 0.301085712708989 0.0312958097035147 9.33954868026812
"65" "OUM_5" 0 0.535354981331053 2.7250721440285 2.19807180312932
"66" "OUM_6" 0 0.256290551462355 0.382577581891281 10.7992952576306
"67" "OUM_7" 0 0.610686395450669 1.73522479975739 7.71406215103687
"68" "OUM_8" 0 0.430539915200211 0.23680759867234 9.07007436244615
"69" "OUM_9" 0 0.531442339619694 4.12396868714433 3.13773917192303
"70" "OUM_10" 0 0.527855137191147 0.669500566287102 3.92759289979107
"71" "OUM_11" 0 0.254590380528498 0.202734725139883 9.49540641364031
"72" "OUM_12" 0 0.262295572205732 0.125406707241516 10.3885695347962
"73" "OUM_13" 0 0.443106083170345 0.206145664846216 8.52120043690827
"74" "OUM_14" 0 0.537984153427633 2.35707946928462 3.6612634292027
"75" "OUM_15" 0 0.334308290241321 0.342381656469209 9.2654316035798
"76" "OUM_16" 0 0.518705922596333 1.22742002859055 4.29120264155967
"77" "OUM_17" 0 0.338679474597394 0.0347878859156443 8.04270398765228
"78" "OUM_18" 0 0.355534891318938 0.16288712349687 9.26121019383398
"79" "OUM_19" 0 0.464185323993923 2.02949652398692 1.69737774915229
"80" "OUM_20" 0 0.35780139234402 0.169491160316667 8.63498052581841
"81" "OUM_21" 0 0.320611757811487 0.172307027916234 10.6721489335734
