"","iter","loglik","sigma","alpha","tau","converge","gene_name","regime","model","param.count","ntips","AIC","AIC_weight"
"34",1,82.284611140406,0.0120128317729242,1e-10,0,NA,"OU1_12","BM1","BM1",3,256,-158.569222280812,0.999999986751169
"35",1,-49.3005992906085,0.033587589509762,1e-10,0,NA,"OU1_13","BM1","BM1",3,256,104.601198581217,0.987509928714648
"36",1,-424.199150296629,2.43060848915637,0.73230517401851,0,NA,"OU1_14","OUM","OUM",6,256,860.398300593258,0.852447047113313
"37",1,-153.872074475058,0.25699137141136,0.630107153252597,0,NA,"OU1_15","OU1","OU1",4,256,315.744148950116,0.871505716985956
"38",1,-348.137462853849,0.346780234856789,1e-10,0,NA,"OU1_16","BM1","BM1",3,256,702.274925707698,0.454115328493203
"39",1,77.2423982045403,0.0124958280766563,1e-10,0,NA,"OU1_17","BM1","BM1",3,256,-148.484796409081,0.999994031400101
"40",1,-91.0106805105692,0.142041078101603,0.559122427619389,0,NA,"OU1_18","OU1","OU1",4,256,190.021361021138,0.570731955393612
"41",1,-416.006154498453,2.10496941301253,0.671141816468006,0,NA,"OU1_19","OUM","OUM",6,256,844.012308996906,0.724679883793526
"42",1,-270.362956017821,0.657350240909988,0.651509311892259,0,NA,"OU1_2","OU1","OU1",4,256,548.725912035642,0.767252348452781
"43",1,-121.784982411524,0.0591631761813157,1e-10,0,NA,"OU1_20","BM1","BM1",3,256,249.569964823049,0.990012870954721
"44",1,52.465124240789,0.0151652325837651,1e-10,0,NA,"OU1_21","BM1","BM1",3,256,-98.930248481578,0.999860367480831
"45",1,-113.405024162902,0.055416373537364,1e-10,0,NA,"OU1_22","BM1","BM1",3,256,232.810048325803,0.975159673215415
"46",1,-181.832445763683,0.0945807464089012,1e-10,0,NA,"OU1_23","BM1","BM1",3,256,369.664891527367,0.841016907710455
"47",1,-203.810645805049,0.112297299970741,1e-10,0,NA,"OU1_24","BM1","BM1",3,256,413.621291610098,0.902217131725864
"48",1,-226.107786737861,0.467136599297993,0.654593190930229,0,NA,"OU1_25","OU1","OU1",4,256,460.215573475722,0.748250131213491
"49",1,-194.527810128383,0.333094910763299,0.588826408204861,0,NA,"OU1_26","OU1","OU1",4,256,397.055620256766,0.857650403175321
"50",1,-225.876544537612,0.42635225166565,0.589881257867525,0,NA,"OU1_27","OUM","OUM",6,256,463.753089075225,0.475843285618167
"51",1,-248.2471528282,0.546849618212725,0.643184249247436,0,NA,"OU1_28","OU1","OU1",4,256,504.4943056564,0.840470635214671
"52",1,-461.165857986225,3.15621585736272,0.711435923267479,0,NA,"OU1_29","OU1","OU1",4,256,930.331715972449,0.800418409751338
"53",1,-309.968576544745,0.873190251742892,0.632783817427907,0,NA,"OU1_3","OU1","OU1",4,256,627.937153089491,0.828695108185058
"54",1,-435.144498894848,2.55025812911117,0.703491578109647,0,NA,"OU1_30","OUM","OUM",6,256,882.288997789697,0.84959201196708
"55",1,96.6524380513387,0.01073828214277,1e-10,0,NA,"OU1_4","BM1","BM1",3,256,-187.304876102677,0.999999413756177
"56",1,-448.478602033796,2.91495431145572,0.726994163438657,0,NA,"OU1_5","OUM","OUM",6,256,908.957204067592,0.776432071461234
"57",1,-94.9699077671758,0.0479793361280509,1e-10,0,NA,"OU1_6","BM1","BM1",3,256,195.939815534352,0.90618591985905
"58",1,-440.729416153017,2.56168463280332,0.673435165339607,0,NA,"OU1_7","OU1","OU1",4,256,889.458832306033,0.781478404134889
"59",1,-137.779828775158,0.223985651079062,0.621683975135477,0,NA,"OU1_8","OU1","OU1",4,256,283.559657550315,0.732887565639922
"60",1,-510.631181464938,4.5042308530782,0.687405771938622,0,NA,"OU1_9","OU1","OU1",4,256,1029.26236292988,0.754403693880075
"61",1,-242.282636026932,0.488807478459325,0.596130756629575,0,NA,"OUM_1","OUM","OUM",6,256,496.565272053863,0.999037086269648
"62",1,-251.622656442256,0.598836576876821,0.691883656570761,0,NA,"OUM_10","OUM","OUM",6,256,515.245312884513,1
"63",1,-79.1935237203887,0.141848278347661,0.635553731592919,0,NA,"OUM_11","OUM","OUM",6,256,170.387047440777,1
"64",1,-38.4593638034291,0.0930968827112445,0.543304145711971,0,NA,"OUM_12","OUM","OUM",6,256,88.9187276068583,1
"65",1,-142.732288134317,0.230558540694197,0.610736711263954,0,NA,"OUM_13","OUM","OUM",6,256,297.464576268634,0.999981911252948
"66",1,-439.410817904786,2.30192232767352,0.602810695082538,0,NA,"OUM_14","OUM","OUM",6,256,890.821635809571,0.999966285372031
"67",1,-125.217229831134,0.276909404608666,0.875915728985047,0,NA,"OUM_15","OUM","OUM",6,256,262.434459662269,1
"68",1,-340.797085122937,1.21659838381078,0.70098952891623,0,NA,"OUM_16","OUM","OUM",6,256,693.594170245873,0.999999999994857
"69",1,67.8880261866206,0.0326912134821827,0.418221938356725,0,NA,"OUM_17","OUM","OUM",6,256,-123.776052373241,0.999704540357909
"70",1,-76.6621524104809,0.128742808514618,0.56836659675279,0,NA,"OUM_18","OUM","OUM",6,256,165.324304820962,1
"71",1,-418.484712266788,2.3632647868113,0.747076581879354,0,NA,"OUM_19","OUM","OUM",6,256,848.969424533576,0.999999999759395
"72",1,-285.515438956622,0.650421391730697,0.560216170373594,0,NA,"OUM_2","OUM","OUM",6,256,583.030877913244,0.950544844951853
"73",1,-119.972183994145,0.168401024562171,0.5228773413744,0,NA,"OUM_20","OUM","OUM",6,256,251.944367988291,0.999999971194895
"74",1,-84.527626948791,0.135924101954274,0.56243969250309,0,NA,"OUM_21","OUM","OUM",6,256,181.055253897582,1
"75",1,-138.692652905414,0.23588311477091,0.654150469252414,0,NA,"OUM_22","OUM","OUM",6,256,289.385305810828,0.999999999952248
"76",1,-151.26815018472,0.278821322400099,0.707468487878602,0,NA,"OUM_23","OUM","OUM",6,256,314.53630036944,1
"77",1,-139.214156314652,0.277905098980528,0.781141007819436,0,NA,"OUM_24","OUM","OUM",6,256,290.428312629305,0.999999999998298
"78",1,-235.0397430728,0.465218373327816,0.601109940545868,0,NA,"OUM_25","OUM","OUM",6,256,482.079486145601,0.651591022409596
"79",1,-198.985304933536,0.418229820379909,0.732009435714967,0,NA,"OUM_26","OUM","OUM",6,256,409.970609867073,0.999998731634251
"80",1,-224.404308317744,0.419419763127935,0.586837539034122,0,NA,"OUM_27","OUM","OUM",6,256,460.808616635489,1
"81",1,-306.071668031971,0.940031928217879,0.711427266018023,0,NA,"OUM_28","OUM","OUM",6,256,624.143336063943,0.999999999539042
"82",1,-470.694065253436,3.22730233849006,0.671004060629709,0,NA,"OUM_29","OUM","OUM",6,256,953.388130506872,0.998777627915858
"83",1,-298.862704304012,0.806431603918105,0.638057788031992,0,NA,"OUM_3","OU1","OU1",4,256,605.725408608024,0.864726935064822
"84",1,-425.692488929987,2.73510244902937,0.823481077926881,0,NA,"OUM_30","OUM","OUM",6,256,863.384977859975,0.999999993881785
"85",1,60.8776729386817,0.0142007085353352,1e-10,0,NA,"OUM_4","BM1","BM1",3,256,-115.755345877363,0.999970983416378
"86",1,-437.851560500868,3.09749649974037,0.850470588542177,0,NA,"OUM_5","OUM","OUM",6,256,887.703121001736,0.99999999999993
"87",1,-135.992035631634,0.256725425196479,0.72942322525542,0,NA,"OUM_6","OUM","OUM",6,256,283.984071263269,1
"88",1,-384.611399674824,1.70171416887872,0.696184407096233,0,NA,"OUM_7","OUM","OUM",6,256,781.222799349647,0.999999747833016
"89",1,-133.812628488015,0.211605287265748,0.601928203545246,0,NA,"OUM_8","OUM","OUM",6,256,279.625256976029,1
"90",1,-504.895930042991,4.02978096288324,0.636979529780237,0,NA,"OUM_9","OUM","OUM",6,256,1021.79186008598,0.999999986494273
