"gene_name" "tau" "alpha" "sigma" "theta_1"
"37" "OU1_7" 0 1e-10 0.784323482879704 7.82285179191144
"38" "OU1_8" 0 1e-10 0.0688754433643704 8.91504835460293
"39" "OU1_9" 0 1e-10 1.34333620432362 3.37278509515692
"40" "OU1_10" 0 1e-10 0.1914475737423 3.949371514244
"41" "OU1_11" 0 1e-10 0.0168003251400922 9.6812519904605
"42" "OU1_12" 0 1e-10 0.0120128317729242 10.4425378551323
"43" "OU1_13" 0 1e-10 0.033587589509762 8.77023842364146
"44" "OU1_14" 0 1e-10 0.706298562902946 3.60298511710923
"45" "OU1_15" 0 1e-10 0.0812438684417068 9.2473594828201
"46" "OU1_16" 0 1e-10 0.346780234856789 4.39164522711715
"47" "OU1_17" 0 1e-10 0.0124958280766563 8.0646621193824
"48" "OU1_18" 0 1e-10 0.0472075896450521 9.09854620158275
"49" "OU1_19" 0 1e-10 0.643501831285121 1.42662797752766
"50" "OU1_20" 0 1e-10 0.0591631761813157 8.7449546340518
"51" "OU1_21" 0 1e-10 0.0151652325837651 10.7809452691214
"52" "OU1_22" 0 1e-10 0.055416373537364 9.50370513197782
"53" "OU1_23" 0 1e-10 0.0945807464089012 8.09391302052597
"54" "OU1_24" 0 1e-10 0.112297299970741 7.9423636184728
"55" "OU1_25" 0 1e-10 0.143663085999943 7.24759066471424
"56" "OU1_26" 0 1e-10 0.10847714217021 8.58290738409583
"57" "OU1_27" 0 1e-10 0.138565399233971 9.17383914997502
"58" "OU1_28" 0 1e-10 0.166356160670309 0.355402767114679
"59" "OU1_29" 0 1e-10 0.929090857259235 6.28803024827697
"60" "OU1_30" 0 1e-10 0.751985518480362 5.19632075105001
"61" "OUM_1" 0 1e-10 0.163922811541601 8.25563066949892
"62" "OUM_2" 0 1e-10 0.222769573969833 8.37534502498604
"63" "OUM_3" 0 1e-10 0.253180662565835 6.50054331209876
"64" "OUM_4" 0 1e-10 0.0142007085353352 9.28991156897864
"65" "OUM_5" 0 1e-10 0.906651690224612 2.08408783324245
"66" "OUM_6" 0 1e-10 0.169531497553159 10.8100761274773
"67" "OUM_7" 0 1e-10 0.558633228217358 7.79425302748232
"68" "OUM_8" 0 1e-10 0.0900421290845002 9.04319416099219
"69" "OUM_9" 0 1e-10 1.3927558658402 3.04135006332016
"70" "OUM_10" 0 1e-10 0.225252980989199 3.93744022653419
"71" "OUM_11" 0 1e-10 0.0912125487757983 9.48525839831708
"72" "OUM_12" 0 1e-10 0.055790972575766 10.3384437321521
"73" "OUM_13" 0 1e-10 0.077690938059744 8.50317701548347
