,v_phylo,v_space,frac_heritable
Grm6,0.1620464713293762,3.561545141000469e-14,0.9999999999997803
Gzma,0.5839250927057272,0.11783183955484698,0.832090237890099
Gzmb,0.730308415480306,1.4731899364516163e-12,0.9999999999979828
Havcr2,0.18102172248281737,0.3474250594038855,0.3425543095115825
Hoxa10,2.3293628003407946e-15,0.9027656021675293,2.580252055182449e-15
Hpd,0.2639668445952503,0.07097760732743537,0.7880914076349026
Htr1b,0.5304862759026875,0.004320250752626001,0.9919218436251238
Ibsp,0.6030327888757547,0.07704008370922905,0.8867178991916018
Ifng,0.6594154471197572,0.04682653972848836,0.9336961826109182
Ighd,0.5876788263097756,0.024103191437370445,0.9606016673616378
Inava,0.0003772669162548615,0.5278127379235531,0.0007142636414887875
Itgax,0.40170433702767555,0.857159866491546,0.3191006114120092
Itk,0.8742760969103849,0.2681662675973109,0.7652693248005822
Klhl14,0.13804616336491063,0.02569105240523537,0.8430958271496419
Klrb1c,0.5085565298976469,0.302027888583434,0.6273948996584575
Klrk1,0.3993918353836497,0.2859661888114884,0.5827491928071935
Krt79,0.3882752733768481,6.715995800697059e-17,0.9999999999999999
Ldb2,0.23264905362900273,0.06653127902898692,0.7776214818738012
Mat1a,0.595730249704317,0.17099983420765555,0.7769751861891364
Mmp12,0.40810944129117366,1.2421099775408239e-05,0.999969565218333
Mrc1,0.3277697616575075,0.09896193122222463,0.7680933174791975
Ms4a1,0.4834527503559437,0.004561382553646693,0.9906531752954546
Ms4a2,0.2929936890325047,8.059997994954844e-23,1.0
Ms4a4b,0.5242039398690309,1.8803848343116076e-16,0.9999999999999996
Ms4a7,0.41962710829988437,0.014474581432118142,0.9666562425936324
Ncr1,0.5946206788819243,0.0007713186404674685,0.9987045196380249
Nes,0.0020559509043935266,1.4227621626814337,0.0014429567428921387
Pacsin1,0.2683239562982003,0.2428673664695298,0.5248992781125876
Pax5,1.1484856413331246,4.3825030852949404e-10,0.9999999996184102
Plcb1,1.0268144717926,1.3184451719453576e-06,0.9999987159866605
Pld4,0.2836311559750091,0.5109507673418549,0.3569564668562218
Pou2af1,0.26576714178117616,0.3273857816239825,0.4480583864536421
Prdm1,0.5313877081049391,0.3139376737590366,0.628619132354938
Prex2,0.715140224367396,0.03565078441615536,0.952515701441447
Prss34,0.5554663959087879,3.392459261158214e-21,1.0
Ptprb,0.3942312810243358,0.24387040075233418,0.6178189029790291
Ptpro,0.494571057177307,0.11609320130188043,0.8098902961981079
Rassf4,0.3892806867881866,0.023145798940865832,0.9438789705759303
Retnlg,0.45298352738858944,5.911243510097426e-16,0.9999999999999987
Robo4,1.0972160095379349,0.2312890358290298,0.8259027794921605
Sdc1,1.2782017520461885e-18,0.7107354748281725,1.7984212091780093e-18
Shank3,1.148242650880241,0.28135877601707965,0.8031907560223162
Siglech,1.067029688816436,3.476846829722631e-11,0.9999999999674157
Skap1,0.2901709662899841,0.6051362865520868,0.32410210614162116
Slc7a2,0.4427305157117999,0.006838358880739775,0.9847890740057625
Slc8a1,0.248861026684479,0.4483543184719604,0.3569356704686989
Sox17,0.2895681394411896,0.10849729845328983,0.7274385361683908
Stxbp6,0.3808811877166172,0.8843902132953196,0.30102726372539257
Themis,0.5382935231336841,4.579046586824228e-17,1.0
Tmem252,0.42983450633590653,0.08351442571736518,0.8373145038340147
Tmprss11e,4.777927616586833e-19,0.6100803073083714,7.831637178499814e-19
Tppp3,0.016676204407338722,0.8530595145182592,0.01917387551696643
Trdc,0.5128212952429494,3.903446025076904e-18,1.0
Tspan7,0.39243482064071505,0.09472656340759494,0.8055540391555311
Vcan,0.09407321837662608,0.5955240647594647,0.13641761746625225
Wnt7b,0.01737126951442678,0.3992479615528642,0.041695793710542925
Xcr1,0.7689192422791578,0.07015979481482607,0.9163847602988471
Zbtb7b,0.005613104622401166,0.7702779999997243,0.007234397441809647
