"","iter","ll_total","objective","sigma","alpha","tau","converge","settings","gene_name","regime","model","param.count","dataset","ntips","AIC","AICc","delta_AIC","delta_AICc","AIC_weight","AICc_weight","truth","AICc_next_worse","AIC_next_worse"
"61",9,-409.306905550848,-338.492588618215,0.495986300351182,1e-10,0.297302661103466,"converged","BM1_28_BM1","BM1_28","BM1","BM1",3,"exampleEM",256,824.613811101696,824.709049196934,0,0,0.999997703083268,0.99999784119976,"BM1",0.694107964210957,0.45199666185863
"62",7,-421.716346805482,-413.246440557662,1.5603006743864,0.476484398021047,0.291095179541337,"converged","BM1_28_OU1","BM1_28","OU1","OU1",4,"exampleEM",256,851.432693610965,851.592056160766,26.818882509269,26.8830069638317,1.50090311921908e-06,1.45354429787396e-06,"BM1",1.44639884293724,1.26841199514763
"63",10,-420.350552803056,-411.387415550735,1.56549811579994,0.48544891759474,0.290955565567249,"converged","BM1_28_OUM","BM1_28","OUM","OUM",6,"exampleEM",256,852.701105606112,853.038455003703,28.0872945044166,28.3294058067689,7.96013613287994e-07,7.05255941669723e-07,"BM1",8.41105083236664,8.41105083236664
"64",9,-470.711164960118,-399.909894213203,0.797054460161222,1e-10,0.36780379562456,"converged","BM1_29_BM1","BM1_29","BM1","BM1",3,"exampleEM",256,947.422329920235,947.517568015473,0,0,0.999830237233363,0.999839465330499,"BM1",0.131101975712113,0.131101975712113
"65",7,-478.715979367232,-470.156017375796,2.43993377273627,0.477923501923027,0.361628073484864,"converged","BM1_29_OU1","BM1_29","OU1","OU1",4,"exampleEM",256,965.431958734463,965.591321284264,18.0096288142281,18.0737532687908,0.000122796237215041,0.00011892266120755,"BM1",2.10016917901669,1.92218233122708
"66",7,-477.677070532845,-467.32722259412,2.55553062629621,0.512239237219485,0.361338007562746,"converged","BM1_29_OUM","BM1_29","OUM","OUM",6,"exampleEM",256,967.35414106569,967.691490463281,19.9318111454552,20.1739224478075,4.6966529421916e-05,4.16120082930768e-05,"BM1",1.93945615641144,2.18156745876377
"67",11,-325.364300962175,-254.52671980346,0.230405057211196,1e-10,0.329991781708532,"converged","BM1_3_BM1","BM1_3","BM1","BM1",3,"exampleEM",256,656.72860192435,656.823840019588,0,0,1,1,"BM1",9.1675378903318,8.92542658797947
"68",8,-369.188286684764,-382.968762767837,0.642860555950515,0.244887447095705,0.327041823603807,"converged","BM1_3_OU1","BM1_3","OU1","OU1",4,"exampleEM",256,746.376573369528,746.535935919328,89.6479714451777,89.7120958997405,3.41342483356359e-20,3.3057187064505e-20,"BM1",3.20869067694434,3.03070382915473
"69",9,-368.703638599341,-377.488062802603,0.686208099784651,0.279458827482503,0.327263392389616,"converged","BM1_3_OUM","BM1_3","OUM","OUM",6,"exampleEM",256,749.407277198682,749.744626596273,92.6786752743325,92.9207865766848,7.5003472217857e-21,6.64519252416996e-21,"BM1",0.65187130198376,0.893982604336088
"70",9,-489.27285149551,-418.471036609792,0.925086242812228,1e-10,0.384797828004785,"converged","BM1_30_BM1","BM1_30","BM1","BM1",3,"exampleEM",256,984.545702991021,984.640941086259,0,0,0.980815707621309,0.981766964019227,"BM1",1.06374831961989,1.06374831961989
"71",7,-492.468291405671,-482.341140285215,2.82083037696521,0.507457875992567,0.379789477420283,"converged","BM1_30_OU1","BM1_30","OU1","OU1",4,"exampleEM",256,992.936582811342,993.095945361143,8.39087982032129,8.455004274884,0.0147751197771605,0.0143227879987791,"BM1",0.843984228066006,0.908108682628722
"72",7,-491.67754902252,-481.273202435381,2.82753227472409,0.513104646293745,0.379737779961801,"converged","BM1_30_OUM","BM1_30","OUM","OUM",6,"exampleEM",256,995.35509804504,995.69244744263,10.809395054019,11.0515063563713,0.0044091726015308,0.00391024798199343,"BM1",1.13200805464635,1.37411935699868
"73",8,-171.733540112983,-100.892918084595,0.0746913694277543,1e-10,0.146086850116964,"converged","BM1_4_BM1","BM1_4","BM1","BM1",3,"exampleEM",256,349.467080225966,349.562318321204,0,0,1,1,"BM1",2.44233054396517,2.44233054396517
"74",7,-206.024717133221,-208.833432012742,0.223529431449344,0.331783168747437,0.136881482988387,"converged","BM1_4_OU1","BM1_4","OU1","OU1",4,"exampleEM",256,420.049434266442,420.208796816243,70.5823540404763,70.646478495039,4.71233937666818e-16,4.56364771106804e-16,"BM1",0.0757045278563169,3.28123099322124
"75",6,-205.665332629832,-208.325229608943,0.223515035806396,0.333253023616026,0.136828747640538,"converged","BM1_4_OUM","BM1_4","OUM","OUM",6,"exampleEM",256,423.330665259663,423.668014657254,73.8635850336975,74.1056963360498,9.13537339363117e-17,8.09380061826092e-17,"BM1",10.5350272478735,10.7771385502258
"76",9,-495.364608701019,-424.550918820204,0.982043291867649,1e-10,0.380175180296887,"converged","BM1_5_BM1","BM1_5","BM1","BM1",3,"exampleEM",256,996.729217402039,996.824455497277,0,0,0.860982276568321,0.867413087329398,"BM1",4.32432380499563,4.26019935043291
"77",7,-496.494708376236,-483.813950434335,3.19904475855532,0.565151600183653,0.375005082764764,"converged","BM1_5_OU1","BM1_5","OU1","OU1",4,"exampleEM",256,1000.98941675247,1001.14877930227,4.26019935043291,4.32432380499563,0.102306605860949,0.0998184880125658,"BM1",2.2277760558394,2.04978920804979
"78",7,-495.519602980261,-482.041375230335,3.27199834315935,0.586333656416502,0.374808662398902,"converged","BM1_5_OUM","BM1_5","OUM","OUM",6,"exampleEM",256,1003.03920596052,1003.37655535811,6.3099885584827,6.55209986083503,0.03671111757073,0.0327684246580358,"BM1",1.3786649525299,1.62077625488223
"79",9,-244.345340460993,-173.504946645525,0.129246389116335,1e-10,0.204193177649511,"converged","BM1_6_BM1","BM1_6","BM1","BM1",3,"exampleEM",256,494.690680921986,494.785919017224,0,0,0.999999999999997,0.999999999999997,"BM1",2.87051308560774,2.62840178325547
"80",8,-276.816540442908,-283.154208454687,0.358378283462486,0.299172903416774,0.197724855249421,"converged","BM1_6_OU1","BM1_6","OU1","OU1",4,"exampleEM",256,561.633080885815,561.792443435616,66.9423999638291,67.0065244183918,2.90832237933681e-15,2.8165540952385e-15,"BM1",6.80371095359578,6.80371095359578
"81",7,-278.73898012182,-280.963729287774,0.391359951849756,0.336550330163729,0.197692051925635,"converged","BM1_6_OUM","BM1_6","OUM","OUM",6,"exampleEM",256,569.477960243639,569.815309641229,74.7872793216527,75.029390624005,5.75636915014513e-17,5.10005471904003e-17,"BM1",0.48300269748006,0.48300269748006
"82",9,-499.329991107702,-428.489806191998,0.976480555212609,1e-10,0.492625102007254,"converged","BM1_7_BM1","BM1_7","BM1","BM1",3,"exampleEM",256,1004.6599822154,1004.75522031064,0,0,0.999999999997461,0.999999999997631,"BM1",1.60258241806878,1.60258241806878
"83",7,-525.591337832541,-525.177597379479,2.83320316311294,0.363496976980354,0.490333798266182,"converged","BM1_7_OU1","BM1_7","OU1","OU1",4,"exampleEM",256,1059.18267566508,1059.34203821488,54.5226934496777,54.5868179042404,1.44726329610627e-12,1.40159680800817e-12,"BM1",0.741571255007557,0.563584407218059
"84",7,-523.87313003615,-519.170568603938,3.05860707629281,0.416944715279993,0.490600696596819,"converged","BM1_7_OUM","BM1_7","OUM","OUM",6,"exampleEM",256,1059.7462600723,1060.08360946989,55.0862778568958,55.328389159248,1.09185947973166e-12,9.67370741328315e-13,"BM1",38.7503799907956,38.9924912931479
"85",9,-163.773336911175,-92.9546249469024,0.0667557655017068,1e-10,0.158619723843786,"converged","BM1_8_BM1","BM1_8","BM1","BM1",3,"exampleEM",256,333.54667382235,333.641911917589,0,0,1,1,"BM1",6.07537811346009,6.01125365889737
"86",7,-203.722500827268,-211.308198766292,0.199244742128354,0.289662442483575,0.147680238234428,"converged","BM1_8_OU1","BM1_8","OU1","OU1",4,"exampleEM",256,415.445001654536,415.604364204336,81.8983278321851,81.9624522867478,1.64438714373425e-18,1.59250067212231e-18,"BM1",1.73346567783773,1.55547883004817
"87",9,-202.643513999555,-205.950723740348,0.212219058257128,0.326818830209312,0.147719536646555,"converged","BM1_8_OUM","BM1_8","OUM","OUM",6,"exampleEM",256,417.28702799911,417.6243773967,83.7403541767591,83.9824654791114,6.54655972282425e-19,5.80015143869402e-19,"BM1",2.58441941954305,2.66012394739937
"88",9,-576.576157823841,-505.737326940461,1.82709010758441,1e-10,0.594687184180667,"converged","BM1_9_BM1","BM1_9","BM1","BM1",3,"exampleEM",256,1159.15231564768,1159.24755374292,0,0,0.999999585211063,0.999999606355534,"BM1",29.9922796704491,29.9281552158864
"89",7,-590.540235431784,-585.318545659202,5.30511456585485,0.424324324185522,0.592200954144815,"converged","BM1_9_OU1","BM1_9","OU1","OU1",4,"exampleEM",256,1189.08047086357,1189.23983341337,29.9281552158864,29.9922796704491,3.17090687756365e-07,3.07085315022758e-07,"BM1",2.53259519995709,2.35460835216759
"90",7,-589.717539607868,-583.935248224219,5.33651593496115,0.432523268975382,0.592284508529061,"converged","BM1_9_OUM","BM1_9","OUM","OUM",6,"exampleEM",256,1191.43507921574,1191.77242861333,32.282763568054,32.5248748704062,9.76982491419682e-08,8.65591511102956e-08,"BM1",NA,NA
"91",6,-237.466461113388,-218.188124305561,0.659364336336405,0.935162276307576,0.112753323974018,"converged","OU1_1_OU1","OU1_1","OU1","OU1",4,"exampleEM",256,482.932922226776,483.092284776577,0,0,0.666047821423083,0.685541535787583,"OU1",1.55871418196722,1.38072733417766
