"gene_name" "tau" "alpha" "sigma" "theta_R0" "theta_R1" "theta_R2"
"53" "OU1_22" 0 0.949736144656511 0.514747015249688 11.1799358515207 10.5832418858168 11.7290697212469
"54" "OU1_23" 0 0.878819897778723 0.493819111030666 11.4680455502699 11.2456836254036 11.5590888005228
"55" "OU1_24" 0 0.83092893551512 0.418716949830733 11.3700696082143 11.2467965542114 11.5756997073348
"56" "OU1_25" 0 0.845154380588967 0.519246011066072 11.4908681279921 10.8175175157341 11.5891705742037
"57" "OU1_26" 0 0.800085490352988 0.520660286237544 8.7855542574941 11.0564190533459 11.9156234707276
"58" "OU1_27" 0 0.882534464854484 0.706697685397535 11.0421585907317 11.5644398240357 11.4324127858599
"59" "OU1_28" 0 0.83460149903302 0.537802218619674 12.2951771521511 11.4391543736728 11.3357270998195
"60" "OU1_29" 0 0.860300696661404 0.613483132821778 13.0784282747748 12.7992404039864 10.7450289962163
"61" "OUM_0" 0 0.748480458244606 0.676606328497022 9.92031637244634 14.591166486684 10.7131676814775
"62" "OUM_1" 0 0.881907095217868 0.472980883946444 12.0467519224033 9.00793149489884 11.8473101438463
"63" "OUM_2" 0 0.821129691061829 0.679743099604616 17.110518011409 8.6155251508553 9.76987766987557
"64" "OUM_3" 0 0.960647001516461 0.542180757068593 7.9273839888218 12.8306049299681 11.5474819044565
"65" "OUM_4" 0 1.07404365312687 0.498030860862119 13.3683363954489 5.61733038766425 11.8371348583881
"66" "OUM_5" 0 0.903081526531916 0.811124663845199 3.65452033139683 14.0169399741779 10.9535553503248
"67" "OUM_6" 0 0.733779166274235 0.626269212741531 8.5219049284191 12.2029119418077 11.5175016461367
"68" "OUM_7" 0 0.834257757748817 0.552669597284298 13.2467984523561 6.28431310121432 11.7043913738984
"69" "OUM_8" 0 0.773377333022555 0.627434451269698 5.72862965073048 12.0380395923431 11.8416045303868
"70" "OUM_9" 0 1.08396271130455 0.575108885200707 15.2946939151307 8.43039832215143 10.5329270310092
"71" "OUM_10" 0 0.932931223258274 0.486178665894498 15.6425397473094 11.2373745781979 9.98671965947304
"72" "OUM_11" 0 0.834876857244643 0.61783442268408 11.2153133308838 13.3468953600617 10.9226181352621
"73" "OUM_12" 0 0.849502550391016 0.543173497508578 12.1442483436602 11.1982493750141 11.3951757230096
"74" "OUM_13" 0 0.976610111299803 0.553309195898981 15.8448550500335 9.0922407587828 10.154860022389
"75" "OUM_14" 0 0.804946693252414 0.623143183407304 9.82691121110651 11.1673294562806 11.7119330683969
"76" "OUM_15" 0 0.981106089480274 0.564053461114647 16.6424297245362 6.03723160345883 9.839833135744
"77" "OUM_16" 0 0.918106243120639 0.508862732076842 10.6922464213247 6.81169317529996 12.1481668736006
"78" "OUM_17" 0 1.17090069459789 0.64429462512532 15.4798201121331 6.15610333532136 10.5178773166649
"79" "OUM_18" 0 0.909921223323193 0.727802678284643 10.0421953283841 12.8145222091953 11.2603260416297
"80" "OUM_19" 0 0.816510575117192 0.621268763158981 13.2755344594569 8.99419231630411 11.3930577984123
"81" "OUM_20" 0 0.855465532544446 0.594077916673856 11.849141570443 8.2879013660506 11.8654300147836
"82" "OUM_21" 0 0.680292774960257 0.53647964890382 7.92288062733704 7.39072439159819 12.1452732481043
"83" "OUM_22" 0 0.728286011396496 0.57341503608533 8.02606433126463 12.0417147786263 11.6617695516989
"84" "OUM_23" 0 0.886313123904923 0.633079151933879 11.3796696902152 10.4723997696044 11.6829662842832
"85" "OUM_24" 0 0.985358488401414 0.639375113300539 14.2319987824824 10.7433904136347 10.7433248802922
"86" "OUM_25" 0 0.946633312533009 0.607680155142107 9.01425799677815 9.8744036739342 12.0979664044642
"87" "OUM_26" 0 0.823349245538431 0.548008842915427 11.1265130412672 14.310028585925 10.6130706014872
"88" "OUM_27" 0 0.840758345242373 0.549433928377349 9.65210174137143 10.9954604327759 11.7849164999454
"89" "OUM_28" 0 0.762088628680089 0.597793001870759 9.9748601364972 9.23076712669504 11.8742152208255
"90" "OUM_29" 0 0.864659625584627 0.568721029313804 10.1697749860139 12.5770058882797 11.3474113309072
