"gene_name" "tau" "alpha" "sigma" "theta_1"
"63" "OUM_2" 0 0.458573716253378 1.11589273685083 10.5219444887318
"64" "OUM_3" 0 0.579122953156335 0.710490546485935 11.2544783155535
"65" "OUM_4" 0 0.394319818001952 0.978171524949364 10.9239638498632
"66" "OUM_5" 0 0.428782992083978 1.46145980047499 10.5257331374146
"67" "OUM_6" 0 0.617042735830252 0.691402016449411 11.2673550750858
"68" "OUM_7" 0 0.468410007174906 0.854800227610095 11.075551223292
"69" "OUM_8" 0 0.498687481104604 0.861933192313404 11.1308119423652
"70" "OUM_9" 0 0.481276241433949 0.937438501111919 10.8590240866594
"71" "OUM_10" 0 0.498557505255515 0.690830181283035 10.9882897905408
"72" "OUM_11" 0 0.709922153539182 0.655373242403807 11.3393216738697
"73" "OUM_12" 0 0.82583605954788 0.548405977915833 11.4606916381634
"74" "OUM_13" 0 0.467496707959025 0.879233030800815 10.795598349868
"75" "OUM_14" 0 0.740733253082587 0.639714956386103 11.3951482776416
"76" "OUM_15" 0 0.389561727816932 1.30261461689493 10.1593561958677
"77" "OUM_16" 0 0.501460810652607 0.694211970634766 11.0893329428989
"78" "OUM_17" 0 0.408766059134763 1.33401851980676 10.439775775299
"79" "OUM_18" 0 0.767026205202516 0.772945877052487 11.3491428571559
"80" "OUM_19" 0 0.622075827463796 0.719748329019708 11.2647549292293
"81" "OUM_20" 0 0.619037622429656 0.693154042026776 11.3002321527129
"82" "OUM_21" 0 0.505030938240056 0.642533043824863 11.0315053688828
"83" "OUM_22" 0 0.585493665912122 0.655115339866266 11.2959962421462
"84" "OUM_23" 0 0.83751928505045 0.641693718246579 11.4483841447683
"85" "OUM_24" 0 0.662194226466752 0.741841781008438 11.2430084018227
"86" "OUM_25" 0 0.677961162203849 0.661579017935477 11.2976501585086
"87" "OUM_26" 0 0.598908459115193 0.631213638685418 11.2519440255503
"88" "OUM_27" 0 0.736167950502955 0.571873193766006 11.3968575550576
"89" "OUM_28" 0 0.651073947940928 0.629481938551606 11.2591539490658
"90" "OUM_29" 0 0.750333843462442 0.60100381371401 11.3882517220887
